ID,Description,Must flag
VFG043546gbWP010948344,(lcl) eukaryotic-like collagen-like protein [Lpg2644 (VF0800) - Adherence (VFC0001)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG043801gbWP011946591,(LPC_RS08370) hypothetical protein [PlaB (VF0801) - Exotoxin (VFC0235)] [Legionella pneumophila str. Corby],FALSE
VFG044128gbWP010947057,(lbtU) LbtU outer membrane receptor for Legiobactin [Legiobactin (VF0291) - Nutritional/Metabolic factor (VFC0272)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045296gbWP164919819,(LPG_RS03710) N-acetyl sugar amidotransferase [LPS (VF0171) - Immune modulation (VFC0258)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045297gbWP011213307,(wbuZ) glycosyl amidation-associated protein WbuZ [LPS (VF0171) - Immune modulation (VFC0258)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045299gbWP010946488,"(neuA) CMP-N,N'-diacetyllegionaminic acid synthase [LPS (VF0171) - Immune modulation (VFC0258)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]",FALSE
VFG045300gbWP011213308,"(legI) N,N'-diacetyllegionaminate synthase [LPS (VF0171) - Immune modulation (VFC0258)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]",FALSE
VFG045302gbWP010946491,(LPG_RS03740) acetyltransferase [LPS (VF0171) - Immune modulation (VFC0258)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045303gbWP010946492,(LPG_RS03745) aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme [LPS (VF0171) - Immune modulation (VFC0258)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045305gbWP010946494,(rfbD) dTDP-4-dehydrorhamnose reductase [LPS (VF0171) - Immune modulation (VFC0258)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045307gbWP025862603,(pgi) glucose-6-phosphate isomerase [LPS (VF0171) - Immune modulation (VFC0258)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045308gbWP011213310,(rfbA) glucose-1-phosphate thymidylyltransferase RfbA [LPS (VF0171) - Immune modulation (VFC0258)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045310gbWP010946499,(LPG_RS03780) glycosyltransferase family 4 protein [LPS (VF0171) - Immune modulation (VFC0258)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045312gbWP010946502,(LPG_RS03790) hypothetical protein [LPS (VF0171) - Immune modulation (VFC0258)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045313gbWP010946503,(LPG_RS03795) hypothetical protein [LPS (VF0171) - Immune modulation (VFC0258)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045314gbWP011213311,(LPG_RS03800) phosphotransferase [LPS (VF0171) - Immune modulation (VFC0258)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045316gbWP010946506,(LPG_RS03810) class I SAM-dependent methyltransferase [LPS (VF0171) - Immune modulation (VFC0258)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045317gbWP010946507,(LPG_RS03815) hypothetical protein [LPS (VF0171) - Immune modulation (VFC0258)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045318gbWP011213312,(LPG_RS03820) hypothetical protein [LPS (VF0171) - Immune modulation (VFC0258)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045320gbWP010946510,(LPG_RS03830) ATP-binding cassette domain-containing protein [LPS (VF0171) - Immune modulation (VFC0258)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045321gbWP010946511,(LPG_RS03835) hypothetical protein [LPS (VF0171) - Immune modulation (VFC0258)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045323gbWP010946514,(LPG_RS03845) acyltransferase [LPS (VF0171) - Immune modulation (VFC0258)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045324gbWP010946515,(LPG_RS03850) glycosyltransferase family 2 protein [LPS (VF0171) - Immune modulation (VFC0258)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045325gbWP010946516,(LPG_RS03855) glycosyltransferase family 2 protein [LPS (VF0171) - Immune modulation (VFC0258)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045326gbWP010947454,(LPG_RS08655) DUF1189 family protein [PmiA (VF0162) - Others (VFC0346)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045330gbWP010947054,(lbtC) LbtC inner membrane protein required for import of Legiobactin [Legiobactin (VF0291) - Nutritional/Metabolic factor (VFC0272)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045475gbWP010945770,(LPG_RS00040) hypothetical protein [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045476gbWP010945783,(LPG_RS00105) ribosome-associated protein [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045477gbWP016356696,(LPG_RS00150) hypothetical protein [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045478gbWP016356699,(LPG_RS00200) hypothetical protein [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045479gbWP010945808,(LPG_RS00235) hypothetical protein [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045480gbWP016356705,(LPG_RS00300) hypothetical protein [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045481gbWP010945891,(LPG_RS00665) hypothetical protein [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045482gbWP010945921,(LPG_RS00825) hypothetical protein [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045483gbWP010945931,(LPG_RS00870) ABC transporter permease [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045484gbWP010945933,(LPG_RS00880) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045485gbWP010945942,(LPG_RS00925) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045486gbWP010945956,(ravE) Dot/Icm type IV secretion system effector RavE [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045487gbWP010945957,(ravF) Dot/Icm type IV secretion system effector RavF [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045488gbWP010945971,(ravG) Dot/Icm type IV secretion system effector RavG [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045489gbWP010946018,(LPG_RS01290) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045490gbWP010946021,(LPG_RS01305) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045491gbWP010946113,(LPG_RS01820) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045492gbWP010946124,(LPG_RS01880) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045493gbWP010946150,(legA7) Dot/Icm type IV secretion system effector LegA7 [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045494gbWP010946154,(LPG_RS02025) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045495gbWP010946171,(legY) Dot/Icm type IV secretion system effector LegY [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045496gbWP010946188,(ceg15) Dot/Icm type IV secretion system effector Ceg15 [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045497gbWP010946263,(legD2) Dot/Icm type IV secretion system effector LegD2 [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045498gbWP010946453,(LPG_RS03550) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045499gbWP010946470,(ravH) Dot/Icm type IV secretion system effector RavH [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045500gbWP010946533,(LPG_RS03935) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045501gbWP010946661,(ravI) Dot/Icm type IV secretion system effector RavI [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045502gbWP010946679,(ravJ) Dot/Icm type IV secretion system effector RavJ [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045503gbWP010946702,(LPG_RS04800) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045504gbWP010946703,"(sidK) Dot/Icm type IV secretion system effector SidK, interacting with VatA, a key component of the proton pump. Suc [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]",FALSE
VFG045505gbWP010946704,(ravK) Dot/Icm type IV secretion system effector RavK [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045506gbWP010946818,(LPG_RS05365) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045507gbWP010946840,(LPG_RS05490) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045508gbWP010946842,(ravL) Dot/Icm type IV secretion system effector RavL [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045509gbWP010946843,(ravM) Dot/Icm type IV secretion system effector RavM [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045510gbWP010946845,(ravN) Dot/Icm type IV secretion system effector RavN [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045511gbWP010946858,(LPG_RS05590) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045512gbWP010946863,(ravO) Dot/Icm type IV secretion system effector RavO [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045513gbWP010946871,(LPG_RS05660) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045514gbWP010946881,(LPG_RS05710) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045515gbWP010946886,(ravP) Dot/Icm type IV secretion system effector RavP [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045516gbWP010946888,(ravQ) Dot/Icm type IV secretion system effector RavQ [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045517gbWP010946900,(ravR) Dot/Icm type IV secretion system effector RavR [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045518gbWP010946905,(LPG_RS05830) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045519gbWP010946917,(ravS) Dot/Icm type IV secretion system effector RavS [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045520gbWP010947043,(legC1) Dot/Icm type IV secretion system effector LegC1 [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045522gbWP010947048,(ravW) Dot/Icm type IV secretion system effector RavW [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045523gbWP010947178,(LPG_RS07260) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045524gbWP010947182,(LPG_RS07280) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045525gbWP010947213,(LPG_RS07435) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045526gbWP010947218,(ravX) Dot/Icm type IV secretion system effector RavX [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045527gbWP010947280,(ravY) Dot/Icm type IV secretion system effector RavY [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045528gbWP010947307,(LPG_RS07905) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045529gbWP010947366,(LPG_RS08210) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045530gbWP010947381,(LPG_RS08285) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045531gbWP010947388,(LPG_RS08320) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045532gbWP010947393,(LPG_RS08345) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045533gbWP010947394,(LPG_RS08350) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045534gbWP010947397,(LPG_RS08370) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045535gbWP010947410,(ravZ) Dot/Icm type IV secretion system effector RavZ [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045536gbWP010947411,(LPG_RS08445) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045537gbWP010947412,(LPG_RS08450) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045538gbWP010947414,(mavA) Dot/Icm type IV secretion system effector mavA [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045539gbWP010947419,(LPG_RS08485) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045540gbWP010947443,(LPG_RS08595) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045541gbWP010947478,(LPG_RS08775) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045542gbWP010947502,(LPG_RS08895) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045544gbWP010947524,(mavB) Dot/Icm type IV secretion system effector mavB [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045545gbWP010947529,(LPG_RS09040) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045546gbWP010947562,(ceg25) Dot/Icm type IV secretion system effector Ceg25 [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045547gbWP010947605,(LPG_RS09470) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045548gbWP010947624,(LPG_RS09565) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045549gbWP010947641,(LPG_RS09650) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045550gbWP010947675,(LPG_RS09825) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045551gbWP010947691,(LPG_RS09915) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045552gbWP010947702,(LPG_RS09965) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045553gbWP010947766,(LPG_RS10290) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045554gbWP010947842,(legA6) Dot/Icm type IV secretion system effector LegA6 [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045556gbWP010947859,(LPG_RS10795) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045557gbWP010947860,(LPG_RS10800) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045558gbWP010947908,(cegC4) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045559gbWP010947925,(lem20) Dot/Icm type IV secretion system effector Lem20 [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045560gbWP010947932,(LPG_RS11170) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045561gbWP010947948,(LPG_RS11255) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045562gbWP010947980,(LPG_RS11415) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045563gbWP010948017,(ceg28) Dot/Icm type IV secretion system effector Ceg28 [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045564gbWP010948050,(mavE) Dot/Icm type IV secretion system effector MavE [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045565gbWP010948057,(mavF) Dot/Icm type IV secretion system effector MavF [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045566gbWP010948065,(LPG_RS11860) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045567gbWP010948074,(LPG_RS11920) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045568gbWP010948076,(LPG_RS11940) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045569gbWP010948086,(LPG_RS11990) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045570gbWP010948120,(legA1) Dot/Icm type IV secretion system effector LegA1 [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045572gbWP010948127,(mavG) Dot/Icm type IV secretion system effector MavG [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045573gbWP010948128,(mavH) Dot/Icm type IV secretion system effector MavH [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045574gbWP010948137,(LPG_RS12265) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045575gbWP010948146,(LPG_RS12310) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045576gbWP010948147,(mavI) Dot/Icm type IV secretion system effector MavI [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045577gbWP010948163,(LPG_RS12405) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045578gbWP010948200,(mavJ) Dot/Icm type IV secretion system effector MavJ [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
VFG045579gbWP010948207,(mesI) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],FALSE
